kingmeeeech, Thu Apr 23 03:31:52 +0000 2020, -76.255686, 36.895082, @NCbae79 Wow , I hope and pray your strength to overcome that! 
MineHdz, Thu Apr 23 03:31:55 +0000 2020, -100.293591, 25.641718, Me caía muy bien la faceta de señor handy en cuarentena de mi papá. Hasta que se chingó una tubería por andar inten… https://t.co/vXebFbeSbT 
Patrick_Leger, Thu Apr 23 03:31:55 +0000 2020, -75.800141, 45.248791, @Casey Settings &gt; Devices &gt; Audio Devices &gt; output to Headphones &gt; With your headphones plugged in select "All Audi… https://t.co/931CTZq8qA 
Galatas_H, Thu Apr 23 03:31:56 +0000 2020, -84.296906, 33.772208, @cvb_0723 Ben’s trippin man🤣 
SomeUglyNigga, Thu Apr 23 03:31:56 +0000 2020, -83.173867, 32.678207, Normal people scare me 
manish1khanna, Thu Apr 23 03:31:56 +0000 2020, -79.645081, 43.418190, और ये कौन लोग हैं जो अर्नब को रोज़ कॉल करते हैं ?? He is always like “I’m getting calls from all over the country “. पिटने के पहले या बाद ? 
_arielsummer, Thu Apr 23 03:31:56 +0000 2020, -117.896662, 34.047179, Soakin up the sun on this beautiful earth day🌊🐠🌼🌍🐳🌲🌻 https://t.co/IuEv9BwbUt 
rhannahgardner, Thu Apr 23 03:31:56 +0000 2020, -79.861034, 35.170499, @Lovatic_LOVEYOU @NariqB Venmo hannah-Gardner-30 
LibraGodJoeKerr, Thu Apr 23 03:31:56 +0000 2020, -73.709589, 45.605568, @JermzzOTF Apparently that’s attacking their insecurities 🤷🏾‍♂️ 
johncolucci, Thu Apr 23 03:31:56 +0000 2020, -122.330602, 47.614817, @TravisMayfield YOU DESERVE ALL THE EMMYS 
MsSouth3rnBelle, Thu Apr 23 03:31:56 +0000 2020, -79.857363, 36.090397, On god 🤦🏽‍♀️ 
YSL_Ron, Thu Apr 23 03:31:56 +0000 2020, -95.446486, 29.838495, @Wisdom_Stature Okay I low-key be looking like that too 😂. It's not hard tho 
biggestcusefan, Thu Apr 23 03:31:56 +0000 2020, -74.167808, 40.915047, @inminivanhell @GeraldLombardi @Gini_4 My district isn't. Apparently there were some issues with the meetings getti… https://t.co/nRMfuuKHkV 
wrighteousj, Thu Apr 23 03:31:56 +0000 2020, -118.411907, 34.020789, @emtothea 🤝❤️ 
htxkel, Thu Apr 23 03:31:56 +0000 2020, -95.446486, 29.838495, solitude is beyond peaceful. i love it here 
SiaSynn, Thu Apr 23 03:31:57 +0000 2020, -115.149000, 36.167500, Resign you airhead. How does it feel to be the most hated woman in this town? #douchenozzle @ Las Vegas, Nevada https://t.co/407U9eJaTB 
jojostwt, Thu Apr 23 03:31:57 +0000 2020, -97.754724, 30.323346, broooo i’m losing it luv xxxxxx 
ahoedak, Thu Apr 23 03:31:57 +0000 2020, -75.117998, 40.004866, facile à dire mais pas facile à faire 
RealRyanReid, Thu Apr 23 03:31:57 +0000 2020, -118.411907, 34.020789, There truly was nothing like hearing Avicii’s “Levels” at a show in 2011. Didn’t matter who the DJ was, the whole p… https://t.co/2pNODYztKq 
markanthonysatx, Thu Apr 23 03:31:57 +0000 2020, -98.540651, 29.417501, Thank god tomrorow is Thursday 
Sheer__Opulence, Thu Apr 23 03:31:57 +0000 2020, -95.446486, 29.838495, This shit stopped getting funny that’s why they stopped 
JeanetteZainine, Thu Apr 23 03:31:57 +0000 2020, -87.789901, 41.887130, @niceandinnocent unfortunately it wasn’t sexual. they were just hunting me in my dreams like I don’t get enough of their bs irl 
fiorellazunino, Thu Apr 23 03:31:57 +0000 2020, -80.233328, 25.782353, Se acabó Parasite y necesito bajarle las revoluciones a todo lo que está pasando por mi cabeza ahorita. Volvemos a… https://t.co/yF2pv1JpR3 
COMAone, Thu Apr 23 03:31:57 +0000 2020, -71.088712, 42.313670, If I learned one thing today it’s that turtles’ shells are filled entirely with goo. 
ryteed19, Thu Apr 23 03:31:57 +0000 2020, -122.273584, 46.995024, 👻 https://t.co/0nDSfnS5zu 
Toetal_Vixen, Thu Apr 23 03:31:57 +0000 2020, -97.343915, 37.683897, @Alex51569166 Yes they do ☺️ 
htxkel, Thu Apr 23 03:31:56 +0000 2020, -95.446486, 29.838495, solitude is beyond peaceful. i love it here 
STOPSTALKINJyra, Thu Apr 23 03:31:57 +0000 2020, -90.011008, 29.982601, @C3rtified_JD 🤣🤣 got y’all 
terispenn, Thu Apr 23 03:31:57 +0000 2020, -81.850750, 26.711377, @ChristinePolon1 @AOC I guess you can say these Stupid things Because! You haven’t missed a pay check!! 
HUDDWITCHHOE, Thu Apr 23 03:31:57 +0000 2020, -90.323572, 38.713635, @yizzelgillis @waydamin grl kuz u da 1 luk lika llama☠️😭🤦 
OvoNeekz, Thu Apr 23 03:31:57 +0000 2020, -79.272570, 43.629311, In bed eating Chinese food and watching Bad Boys 🥴 I’m so fucking content mannn 
Unicorngab03261, Thu Apr 23 03:31:57 +0000 2020, -94.097256, 33.430735, @Pillio_ Good luck everyone 
tallsnacksnack, Thu Apr 23 03:31:58 +0000 2020, -110.915573, 32.189391, @66cts Yay! So happy for both of you 
TheyCallMeCello, Thu Apr 23 03:31:58 +0000 2020, -86.270540, 45.001180, Keiera Made Us Margaritas &amp; They Some 🔥🔥🔥😂 
KaylynThigpen, Thu Apr 23 03:31:58 +0000 2020, -84.266174, 30.476216, Some of y’all can recycle boyfriends but cant do it for metals, glasses, and plastic. 🤨 
kim_phair, Thu Apr 23 03:31:57 +0000 2020, -81.248786, 42.948841, @l2jeffrey @lpsmediaoffice Article says: witnesses described the license plates as looking “different”, possibly pr… https://t.co/PSTzaMoSkC 
thashark316, Thu Apr 23 03:31:58 +0000 2020, -95.393388, 29.484659, When the Thunder trade for Rudy Gobert &gt;&gt;&gt;&gt;&gt; 
mayylinnnn, Thu Apr 23 03:31:58 +0000 2020, -73.948775, 40.655138, corona pack it up bc i need to go outside and meet new people ! how do you expect me to find the loml like this ? 
MorrowAndee, Thu Apr 23 03:31:58 +0000 2020, -105.068348, 39.899287, Less talk more action .. we will see 
biloxichoctaw, Thu Apr 23 03:31:58 +0000 2020, -94.128634, 30.086918, @KnolesMichael If you want to live, vote Trump out because everything Trump touches DIES. 
PITCHPIZZERIA, Thu Apr 23 03:31:58 +0000 2020, -96.053431, 41.275721, @NealJBiermanIns @OmahaRestWeek Thanks @NealJBiermanIns ! We try! 😁🥃🍷💯 
followmy_tweets, Thu Apr 23 03:31:58 +0000 2020, -83.804475, 27.698682, My daughter has graduated from stealing my hoodies (asking) now she asking for blankets, her future boyfriends in 50 years are in trouble 
jmedina781, Thu Apr 23 03:31:58 +0000 2020, -100.076888, 31.168893, kinda want airpods 🙁 
KIMSGATES, Thu Apr 23 03:31:58 +0000 2020, -95.192680, 29.972668, @TXFBinsurance are y'all going to give refunds/credits like #Farmers #statefarm and other insurance companies? 
LoriLwilson23, Thu Apr 23 03:31:58 +0000 2020, -100.076888, 31.168893, @_CoachTrevino 🏴‍☠️🖤🏴‍☠️ 
ReVamPT_EvL, Thu Apr 23 03:31:58 +0000 2020, -71.660981, 42.831196, Anyone wanna grind valorant all day tomorrow? I’m outa work at 7 am est and think I’m gonna just stay up 
KRimcoski, Thu Apr 23 03:31:58 +0000 2020, -110.915573, 32.189391, @cpprstatestorms Where’s paradise? 
MorganxAlysse, Thu Apr 23 03:31:58 +0000 2020, -95.446486, 29.838495, @KiaraMarqui @AlwaysAJ_ Amari share your sticker lol 
teamhercules15, Thu Apr 23 03:31:58 +0000 2020, -93.018145, 45.067479, @TheStrokes_Fans  The strokes ripped the sound for “At the door” from Alex Cameron’s “The Comeback.   It’s the only… https://t.co/azKSGBcq5Z 
catchmekarmaa, Thu Apr 23 03:31:58 +0000 2020, -97.130289, 33.634366, What is the realest thing you ever wrote? Tag 3 peopleNo beauty for this beastMy worst enemies in my eyesDepres… https://t.co/ODuxvjtaK1 
__HumbleMe_, Thu Apr 23 03:31:58 +0000 2020, -78.895441, 35.990983, @tyrabanks Still in Love 🎶✨ 
ksphill, Thu Apr 23 03:31:58 +0000 2020, -89.266508, 39.739300, So awesome! Let’s go #goodguys 
LGP4july, Thu Apr 23 03:31:58 +0000 2020, -96.961483, 32.863917, Praying for a boy in Korea and his family here. 
DjKSin, Thu Apr 23 03:31:58 +0000 2020, -92.112308, 30.239503, Classic 💪🏽 
shitneymaddox, Thu Apr 23 03:31:58 +0000 2020, -81.532055, 40.814828, @IanLewis904 LMFAO green 😳 
wachafa, Thu Apr 23 03:31:58 +0000 2020, -82.511786, 28.059103, @LuisFlorido Yo he visto gente Csm, malaya, malparia y ustedes los de la MUD.Maaaaarditooooo si vos soy otro CORRU… https://t.co/CmlsK1dcLQ 
puertoricangeek, Thu Apr 23 03:31:58 +0000 2020, -83.804475, 27.698682, @sirnonex I sent you a friend request!! 
SandyJoJohnston, Thu Apr 23 03:31:59 +0000 2020, -86.791549, 36.200008, Bridgestone 
dm_cgo, Thu Apr 23 03:31:59 +0000 2020, -87.732013, 41.833585, https://t.co/LaMVfWrIwD 
kim_phair, Thu Apr 23 03:31:57 +0000 2020, -81.248786, 42.948841, @l2jeffrey @lpsmediaoffice Article says: witnesses described the license plates as looking “different”, possibly pr… https://t.co/PSTzaMoSkC 
Daiiz_6, Thu Apr 23 03:31:58 +0000 2020, -117.851089, 33.842863, https://t.co/lyEilpKNfO 
kimarcain, Thu Apr 23 03:31:59 +0000 2020, -89.876449, 32.571032, only when it’s right tho.. 
ClauWow, Thu Apr 23 03:31:59 +0000 2020, -95.446486, 29.838495, “treats others how you want to be treated”💗 
rich_mcconville, Thu Apr 23 03:31:59 +0000 2020, -73.705360, 40.725077, @StarTrek Hoshi and T’Pol! 😍😍 https://t.co/zk4q8lA7lD 
MoSanks, Thu Apr 23 03:31:59 +0000 2020, -82.985772, 39.994684, Spit in my mouth 
KimberChase, Thu Apr 23 03:31:59 +0000 2020, -117.319094, 34.418775, @ReignsFan850 @StuBishop_LPD @Corporal_Ruckus @CheyBishop09 https://t.co/f7QkoLn71i 
abbzmchugh, Thu Apr 23 03:31:59 +0000 2020, -83.139281, 40.125273, I love being on Team Kennedy so much 💙 That’s all, goodnight 
nicknewman801, Thu Apr 23 03:31:59 +0000 2020, -111.992317, 40.603071, @Matthew_7_14 @HeatherDJ98 @JReubenCIark @NiasDiad And so... what’s your point? You told me this was about her sacr… https://t.co/hPxg49E5H7 
ashtoox, Thu Apr 23 03:31:59 +0000 2020, -95.508925, 29.574284, It be yo own niggas 
NerioRo86376388, Thu Apr 23 03:31:59 +0000 2020, -77.604684, 41.117936, Ok Sres del Comando Sur : todo eso lo sabemos Todo  ha sido documentado y demostrado. Es una amenaza a los interese… https://t.co/JqbPf3DRR5 
superdenise6, Thu Apr 23 03:31:59 +0000 2020, -110.915573, 32.189391, @KSBeautifulMess https://t.co/nOmiHv4y7e 
Jesse_Prior_, Thu Apr 23 03:31:59 +0000 2020, -118.503259, 34.415631, Look what I DID https://t.co/pmgFCRrK9K 
KLabordus, Thu Apr 23 03:32:00 +0000 2020, -95.317040, 32.315662, Natural selection. 
DJRossDaddy, Thu Apr 23 03:32:00 +0000 2020, -86.142922, 39.779562, @katebarstool Sorry to break up all the Spork pics but my dude Butters has entered the chat. https://t.co/byETZOQO55 
eashley_99, Thu Apr 23 03:32:00 +0000 2020, -122.699418, 38.343445, @ali_snider @camnut999 Factually incorrect. Laurie in the final season 
MsShupe, Thu Apr 23 03:32:00 +0000 2020, -121.967821, 37.370990, @puckhog09 @MattBarr_ Yes!  And some are hilarious 😂 
fennell_tj, Thu Apr 23 03:32:00 +0000 2020, -98.142774, 29.571715, @theTfish04 what’d you get bitch?👀 
CesarMercado4, Thu Apr 23 03:32:00 +0000 2020, -120.386827, 36.759252, He paying the fine belts are off due to not meeting the agreed weigh in 
__lexxaayy, Thu Apr 23 03:32:00 +0000 2020, -76.593943, 24.074967, I can’t believe this website real 
Mr_G00D_LIFE, Thu Apr 23 03:32:00 +0000 2020, -77.604684, 41.117936, @garciathecami In three days 
MiloShandel, Thu Apr 23 03:32:00 +0000 2020, -123.123581, 49.257639, New Year’s Eve 2003-Denver. Violently ill for a day and a half thx to Chipotle. Shoulda sued. 
elsbet, Thu Apr 23 03:32:00 +0000 2020, -90.833088, 29.794553, @pcdunham Those legs! 
lerealsk, Thu Apr 23 03:32:00 +0000 2020, -119.306608, 37.269176, @Officiality Yes!! I’m learning to make it meaningful 
Fantasmicnathan, Thu Apr 23 03:32:00 +0000 2020, -117.104989, 32.810012, @IgneousFoxx The Gucci necklace one 
eberechukwuuu, Thu Apr 23 03:32:00 +0000 2020, -79.834175, 40.519726, @BroderickHunter Julius 
hayneyesiam, Thu Apr 23 03:32:00 +0000 2020, -122.452698, 37.678780, How I feel right now omg https://t.co/VCzFWMv7MR 
LasshGirl, Thu Apr 23 03:32:00 +0000 2020, -121.300425, 37.980826, I wanna plan my babys party so bad but what if all this isnt over by august :( 
malkabethwendy, Thu Apr 23 03:32:01 +0000 2020, -92.436774, 38.304558, @veryangrypleb Liberals do this slower &amp; in more veiled ways....like claiming SNAP allotments are "good enough if p… https://t.co/dyIdfezXuj 
THELORDSEB, Thu Apr 23 03:32:01 +0000 2020, -115.135165, 36.060964, @WickdJaye Whew!!! Where can I get this lol. 
visualsubject, Thu Apr 23 03:32:01 +0000 2020, -117.581930, 47.489532, Can’t wait to be back in this organic studio 👏🏽 
EddieMata, Thu Apr 23 03:32:01 +0000 2020, -73.831187, 40.670879, It was a blast. So much fun. Thank you, brother. @GoodDoctorABC @GoodDoctorFans @AntoniaLThomas @_christinachang… https://t.co/gGdoHjbS9s 
iKyraBadd, Thu Apr 23 03:32:01 +0000 2020, -97.552161, 35.482844, i ain’t begging nobody to stay in my life yes imma miss u but i’ll get over it💯🤝 
THERIGH15367332, Thu Apr 23 03:32:01 +0000 2020, -81.733403, 30.172210, @eugenegu @realDonaldTrump i can’t believe some of the people in the country. Don’t be such an ass until you are ca… https://t.co/SYQ2avM3H7 
dxwwf3, Thu Apr 23 03:32:01 +0000 2020, -82.402313, 36.153786, This was the best design. As soon as we walked into the arena for Game 3 of the 2009 Finals, I wanted to see that c… https://t.co/Rm0UOdTcbF 
chitownescutie, Thu Apr 23 03:32:01 +0000 2020, -80.926628, 33.631140, @fcckjulius Smh🤦🏾‍♀️ 
infosrv, Thu Apr 23 03:32:01 +0000 2020, -87.760900, 42.113700, [12:32:01] 96.65.72.247:2143 &gt;&gt; :80 (TCP:SYN) 
evanempdx, Thu Apr 23 03:32:01 +0000 2020, -90.011008, 29.982601, @Shakabrodie Did you fuck with El Camino? I personally loved it, but I know a bunch of people who were underwhelmed by it. 
ahoedak, Thu Apr 23 03:32:01 +0000 2020, -75.117998, 40.004866, eh vazi bnui 
dreism79, Thu Apr 23 03:32:01 +0000 2020, -122.272100, 37.802900, △▽△ A N T H E M_L I F E™KungFu melee Palm @ Oakland, California https://t.co/1HlDfjUFKL 
paulgarxia, Thu Apr 23 03:32:01 +0000 2020, -118.411907, 34.020789, @TahnyaPS SE ABRIO LA CAJA DE PANDORA DE LAS AFP!! ESO LES ASUSTA Y ANDAN DICIENDO QUE HAY QUE HACER CUMPLIR LA LEY POR QUE SERA??? 
pdxpolicelog, Thu Apr 23 03:32:01 +0000 2020, -122.532958, 45.505052, NOISE DISTURBANCE at 12600 SE DIVISION ST, PORT [Portland Police #PP20000131450] 20:26 #pdx911 
KkSoHollywood, Thu Apr 23 03:32:01 +0000 2020, -90.011008, 29.982601, it’s about to be a long night 
Ronnie_Moore_, Thu Apr 23 03:32:01 +0000 2020, -74.556047, 40.892542, If you want clients to value your services. Charge what you’re worth. #MoveWithAPurpose 
mrjscott1, Thu Apr 23 03:32:01 +0000 2020, -71.088712, 42.313670, I finished like 4 shows all in 4 days. #blackAF, #LittleFiresEverywhere, #CJWalker, and #TooHotToHandle 
TexAg09, Thu Apr 23 03:32:01 +0000 2020, -97.432425, 27.737151, @txaggiecharlene @RichOToole I definitely know what you mean! 
SalSpice, Thu Apr 23 03:32:01 +0000 2020, -93.262046, 44.970610, @sethtoups that’s what’s i said. 
feliza_irma, Thu Apr 23 03:32:01 +0000 2020, -81.248786, 42.948841, What the fuck is this 🤯 #RPM420 https://t.co/Rs6INd0sFe 
xTheKidFearx, Thu Apr 23 03:32:01 +0000 2020, -121.955229, 37.280837, Dawg I haven't felt so connected to a character in such a long time. Phoenix's punchlines are literally all I live for. 
agrigsbyjr219, Thu Apr 23 03:32:01 +0000 2020, -121.439383, 38.410428, @ZayByars8 that’s yo boy 😂 better hope he turns the @Panthers up 💯😂 
ErickLopezz_, Thu Apr 23 03:32:01 +0000 2020, -100.365274, 25.807314, Baby I’m so lonely 
vannnahrae, Thu Apr 23 03:32:02 +0000 2020, -100.076888, 31.168893, Can’t wait 
pdxfirelog, Thu Apr 23 03:32:02 +0000 2020, -122.487339, 45.504591, MED - MEDICAL at SE 170TH AVE / SE DIVISION ST, PORT [Portland Fire #RP20000032940] 19:55 #pdx911 
LustforLo, Thu Apr 23 03:32:02 +0000 2020, -83.173867, 32.678207, omggggg 😭😭😭 
_LanceDawg, Thu Apr 23 03:32:02 +0000 2020, -86.791549, 36.200008, Lmaoooo I’m watching the 85 south show Karlous gone say some “ the clit with the dickhead “ 
pdxpolicelog, Thu Apr 23 03:32:02 +0000 2020, -122.734033, 45.594770, THEFT - COLD at 6900 N MEARS ST, PORT [Portland Police #PP20000131414] 19:49 #pdx911 
pdxfirelog, Thu Apr 23 03:32:02 +0000 2020, -122.550989, 45.534474, MED - MEDICAL at 10800 NE WEIDLER ST, PORT [Portland Fire #RP20000032935] 19:33 #pdx911 
AaronStuart20, Thu Apr 23 03:32:02 +0000 2020, -111.992317, 40.603071, @Derek_R_Fiaolla @JoeySalads @Ilhan He shut the fucking country down. Wtf else do you want him to do? How bouts you… https://t.co/gSIKcX0JDr 
imjohnnice, Thu Apr 23 03:32:02 +0000 2020, -87.732013, 41.833585, Black folks get on my last nerve cuz wtf is this 😂 
BallFever_CO_Tr, Thu Apr 23 03:32:02 +0000 2020, -104.922093, 39.713563, @jalenweaver__ @MylesPurchase @DeAngeloHorn81 @JulianHammond15 @greg_gerhardt @swilson_28 @TyceBaldwin in the spiri… https://t.co/8emayQ1FOZ 
pdxfirelog, Thu Apr 23 03:32:02 +0000 2020, -122.666659, 45.543779, MED - MEDICAL at N WILLIAMS AVE / NE STANTON ST, PORT [Portland Fire #RP20000032931] 19:23 #pdx911 
TySosaChapo, Thu Apr 23 03:32:02 +0000 2020, -89.922029, 35.133521, Baby Hygiene 🤮 
OhToFreeCanada, Thu Apr 23 03:32:02 +0000 2020, -79.820465, 43.381396, @lornebrooker https://t.co/I8BSWKwqIY 
thaghettoview, Thu Apr 23 03:32:02 +0000 2020, -115.149000, 36.167500, Now Playing@missmulatto247 ft trinarockstarr @SaweetieHarper #BitchFromDaSouf (Remix)On… https://t.co/C2faWquObn 
MichaelSteele, Thu Apr 23 03:32:02 +0000 2020, -77.236969, 38.805115, Mayor @KeishaBottoms continue firm in your leadership, grounded and true. Your daughter and Atlanta will be better… https://t.co/nzMN14Xq8v 
pdxpolicelog, Thu Apr 23 03:32:02 +0000 2020, -122.721300, 45.454179, UNWANTED PERSON at 9800 SW CAPITOL HWY, PORT [Portland Police #PP20000131378] 18:54 #pdx911 
BMiggs, Thu Apr 23 03:32:02 +0000 2020, -122.435979, 37.770657, So either you know, or don’t know the magic within this package. And that’s fine. But on the real, there is a sig… https://t.co/KlFRGys1I9 
franky198102, Thu Apr 23 03:32:03 +0000 2020, -73.723025, 45.557830, @Vadeboncoeur_Al https://t.co/0NYoFFu5X3 
_gutierrez0130, Thu Apr 23 03:32:03 +0000 2020, -97.754724, 30.323346, I NEED A HAIRCUT 😩😩 
xoprincesslaney, Thu Apr 23 03:32:03 +0000 2020, -97.285913, 32.779967, I just don’t feel like myself rn 
Wardcox007, Thu Apr 23 03:32:03 +0000 2020, -78.977869, 33.609538, @RoamingAsches @Phoenix81977532 It's sounds like stepping on a Lego... 
zainawaheed, Thu Apr 23 03:32:03 +0000 2020, -89.876449, 32.571032, “My bad “ is not an apology and Idk who taught y’all otherwise .  The correct way to apologize : “ I’m sorry for… https://t.co/mDAdsf5Y60 
chefgabemac, Thu Apr 23 03:32:03 +0000 2020, -81.705467, 41.495940, @afaggingtoday @FvmousY @98shawtyy @katietalbert63 @Daddy_Tyra @beautybytamib You literally look YT enough that you… https://t.co/LDqnjZJyKy 
sharonflink, Thu Apr 23 03:32:03 +0000 2020, -91.090800, 30.459100, @nudog71 Russia 
WadeMcCrory, Thu Apr 23 03:32:03 +0000 2020, -97.302830, 32.520998, @ToriFitka @kpacumupa Here’s all my plants! https://t.co/dPMjZQjE6x 
CoelhoGreiner, Thu Apr 23 03:32:03 +0000 2020, -119.306608, 37.269176, @ThePerezHilton Omg not cool at all first off he's 25 and the boy is 16 that's like breaking the law not only did h… https://t.co/v42vwKJcpL 
BCASX0, Thu Apr 23 03:32:03 +0000 2020, -112.124676, 33.552863, Shoot with oubre tomorrow 📸🏁👀 
qkxw5, Thu Apr 23 03:32:04 +0000 2020, -76.920117, 38.603521, @curlyhead_chey Bet 
ElizabethFreer, Thu Apr 23 03:32:04 +0000 2020, -98.716992, 35.309047, I am not the one sis... 
madorairene, Thu Apr 23 03:32:04 +0000 2020, -77.418002, 39.432037, I’m sorry 
